Time,dx1,dx2,dx3,u1,u2,u3
304,-1.08851e-14,-2.60442e-15,6.69972e-10,0.27049,0.62082,0.33979
305,-8.87833e-15,-2.9802e-15,5.44677e-10,0.27049,0.62082,0.33979
306,-7.03432e-15,-3.2011e-15,4.30025e-10,0.27049,0.62082,0.33979
307,-5.33604e-15,-3.29214e-15,3.26064e-10,0.27049,0.62082,0.33979
308,-3.84145e-15,-3.27481e-15,2.32686e-10,0.27049,0.62082,0.33979
309,-2.50845e-15,-3.17185e-15,1.49651e-10,0.27049,0.62082,0.33979
310,-1.30227e-15,-4.39719e-15,7.66126e-11,0.27049,0.62082,0.33979
311,-2.4983e-16,-4.03359e-15,1.31321e-11,0.27049,0.62082,0.33979
312,6.17026e-16,-3.64483e-15,-4.12965e-11,0.27049,0.62082,0.33979
313,1.33202e-15,-3.24428e-15,-8.7232e-11,0.27049,0.62082,0.33979
314,1.97044e-15,-2.842e-15,-1.2527e-10,0.27049,0.62082,0.33979
315,2.49192e-15,-3.83854e-15,-1.56031e-10,0.27049,0.62082,0.33979
316,2.8862e-15,-3.30904e-15,-1.80143e-10,0.27049,0.62082,0.33979
317,3.16298e-15,-2.80944e-15,-1.9824e-10,0.27049,0.62082,0.33979
318,3.37251e-15,-2.34363e-15,-2.10943e-10,0.27049,0.62082,0.33979
319,3.46496e-15,-1.91215e-15,-2.18861e-10,0.27049,0.62082,0.33979
320,3.5916e-15,-2.91432e-15,-2.22579e-10,0.27049,0.62082,0.33979
321,3.5836e-15,-2.41296e-15,-2.22657e-10,0.27049,0.62082,0.33979
322,3.50066e-15,-1.96221e-15,-2.19623e-10,0.27049,0.62082,0.33979
323,3.44287e-15,-1.56138e-15,-2.13972e-10,0.27049,0.62082,0.33979
324,3.28527e-15,-1.20401e-15,-2.06164e-10,0.27049,0.62082,0.33979
325,3.16965e-15,-8.91594e-16,-1.9662e-10,0.27049,0.62082,0.33979
326,2.95436e-15,-6.17173e-16,-1.85727e-10,0.27049,0.62082,0.33979
327,2.79783e-15,-3.82778e-16,-1.73832e-10,0.27049,0.62082,0.33979
328,2.57502e-15,-1.80972e-16,-1.61247e-10,0.27049,0.62082,0.33979
329,2.3777e-15,-1.23689e-17,-1.48248e-10,0.27049,0.62082,0.33979
330,2.1475e-15,1.27841e-16,-1.35075e-10,0.27049,0.62082,0.33979
331,1.9761e-15,2.40575e-16,-1.21937e-10,0.27049,0.62082,0.33979
332,1.74681e-15,3.32017e-16,-1.09013e-10,0.27049,0.62082,0.33979
333,1.53467e-15,4.00914e-16,-9.64506e-11,0.27049,0.62082,0.33979
334,1.36465e-15,4.50521e-16,-8.43728e-11,0.27049,0.62082,0.33979
335,1.17003e-15,4.85231e-16,-7.2877e-11,0.27049,0.62082,0.33979
336,9.7584e-16,5.05094e-16,-6.20387e-11,0.27049,0.62082,0.33979
337,8.40379e-16,5.11621e-16,-5.19133e-11,0.27049,0.62082,0.33979
